key,category,zh-TW,note
gm.network.large-payload.limit-note,GM,記錄最近 {count} 個超過 1 KB 的完整實際包體,
gm.network.large-payload.modal-title,GM,網路包體內容,
gm.network.large-payload.sample-meta,GM,{event} · {recordedAt} · payload {payloadBytes} · packet {packetBytes},
gm.none,GM,無,
gm.offline,GM,離線,
gm.password.change.fill-both,GM,請填寫當前密碼和新密碼,缺失 key 自動補齊
gm.password.updated,GM,GM 密碼已更新,缺失 key 自動補齊
gm.perf.cpu.reset.done,GM,CPU 統計已重置,
gm.perf.cpu.reset.failed,GM,重置 CPU 統計失敗,
gm.perf.network.reset.done,GM,流量統計已重置,
gm.perf.network.reset.failed,GM,重置流量統計失敗,
gm.perf.pathfinding.reset.done,GM,尋路統計已重置,
gm.perf.pathfinding.reset.failed,GM,重置尋路統計失敗,
gm.player-list.empty,GM,沒有符合篩選條件的角色。,
gm.player-list.page-meta,GM,第 {page} / {totalPages} 頁 · 共 {total} 條,
gm.player.account.ban.failed,GM,封禁賬號失敗,
gm.player.account.ban.no-target,GM,當前目標沒有可封禁的賬號,
gm.player.account.ban.updating,GM,正在封禁賬號 {username}...,缺失 key 自動補齊
gm.player.account.banned,GM,賬號 {username} 已封禁,缺失 key 自動補齊
gm.player.account.fill,GM,請填寫賬號,
gm.player.account.no-target,GM,當前目標沒有可修改的賬號,
gm.player.account.unban.failed,GM,解封賬號失敗,
gm.player.account.unban.no-target,GM,當前目標沒有可解封的賬號,
gm.player.account.unban.updating,GM,正在解除賬號 {username} 的封禁...,缺失 key 自動補齊
gm.player.account.unbanned,GM,賬號 {username} 已解除封禁,缺失 key 自動補齊
gm.player.account.unchanged,GM,賬號未變化,
gm.player.account.updated,GM,已將賬號從 {oldUsername} 修改為 {newUsername},
gm.player.account.updating,GM,正在更新賬號 {username}...,缺失 key 自動補齊
gm.player.catalog.save-paused,GM,{tabLabel}保存已暫停：GM 編輯目錄未從服務端加載成功，避免提交過期目錄數據,
gm.player.choose,GM,請先選擇角色,
gm.player.combat-exp.invalid,GM,請輸入整數戰鬥經驗調整值,
gm.player.combat-exp.updated,GM,{name} 的戰鬥經驗已調整 {amount},缺失 key 自動補齊
gm.player.combat-exp.updating,GM,正在調整 {name} 的戰鬥經驗...,缺失 key 自動補齊
gm.player.detail-load-failed,GM,加載角色詳情失敗,
gm.player.detail-loaded,GM,已加載角色 {name},缺失 key 自動補齊
gm.player.detail-unavailable,GM,當前角色詳情暫不可用。,
gm.player.foundation.invalid,GM,請輸入整數底蘊調整值,
gm.player.foundation.updated,GM,{name} 的底蘊已調整 {amount},缺失 key 自動補齊
gm.player.foundation.updating,GM,正在調整 {name} 的底蘊...,缺失 key 自動補齊
gm.player.heaven-gate.reset.done,GM,已重置 {name} 的天門測試狀態,
gm.player.heaven-gate.reset.failed,GM,重置天門失敗,
gm.player.heaven-gate.reset.started,GM,正在重置 {name} 的天門測試狀態...,
gm.player.heaven-gate.reset.updating,GM,正在重置 {name} 的天門...,缺失 key 自動補齊
gm.player.inventory-full-consumables,GM,當前角色已擁有全部消耗品，且數量不低於 999,
gm.player.inventory-full-equipment,GM,當前角色背包已擁有全部裝備,
gm.player.inventory-updated,GM,{label}背包已更新：{detail},缺失 key 自動補齊
gm.player.learned-all-techniques,GM,當前角色已經學會目錄內全部功法,
gm.player.learned-all-techniques.sent,GM,已添加 {count} 門未學功法,缺失 key 自動補齊
gm.player.list.failed,GM,玩家列表加載失敗,缺失 key 自動補齊
gm.player.no-consumable-template,GM,當前目錄沒有消耗品模板,
gm.player.no-editable,GM,當前沒有可編輯角色,
gm.player.no-equipment-template,GM,當前目錄沒有裝備模板,
gm.player.no-learned-techniques,GM,當前角色還沒有已學習功法,
gm.player.no-removable-techniques,GM,當前角色沒有可移除的已學功法,
gm.player.no-save-content,GM,當前沒有可保存內容,
gm.player.no-shortcut-changes,GM,當前沒有需要提交的快捷改動,
gm.player.no-unlearned-technique-books,GM,當前沒有可補發的未學習功法書,
gm.player.no-unlearned-technique-books.sent,GM,已發放 {count} 本未學功法書,缺失 key 自動補齊
gm.player.password.failed,GM,密碼修改失敗：{message},缺失 key 自動補齊
gm.player.password.fill-new,GM,請填寫新密碼,
gm.player.password.no-target,GM,當前目標沒有可修改的賬號密碼,
gm.player.password.save-button,GM,修改賬號密碼,缺失 key 自動補齊
gm.player.password.saving-button,GM,正在保存…,缺失 key 自動補齊
gm.player.password.updated,GM,已修改賬號 {username} 的密碼，服務端已按哈希保存,
gm.player.password.updating,GM,正在更新賬號 {username} 的密碼...,缺失 key 自動補齊
gm.player.refreshed,GM,已刷新 {name} 的角色詳情,
gm.player.reset.done,GM,角色 {name} 已重置,缺失 key 自動補齊
gm.player.reset.failed,GM,重置失敗,
gm.player.reset.no-target,GM,請先選擇角色,
gm.player.reset.updating,GM,正在重置角色 {name}...,缺失 key 自動補齊
gm.player.save-done,GM,已提交 {name} 的{tabLabel}修改,
gm.player.save-started,GM,正在提交 {name} 的{tabLabel}修改...,
gm.player.section.mail-cannot-save,GM,郵件標籤不參與角色保存，請直接使用郵件表單發送,
gm.player.section.persisted-cannot-save,GM,持久化 JSON 標籤不直接保存，請先應用到可視化標籤,
gm.player.switch.confirm,GM,當前角色有未保存修改，切換後會丟失這些修改。繼續嗎？,缺失 key 自動補齊
gm.player.techniques-maxed,GM,當前全部功法已經處於滿級狀態,
gm.player.techniques-maxed.sent,GM,已將 {count} 門功法提升至滿級,缺失 key 自動補齊
gm.player.techniques-removed,GM,已移除 {count} 門功法,缺失 key 自動補齊
gm.player.training-level.invalid,GM,請輸入非負整數煉體等級,
gm.player.training-level.updated,GM,已將 {name} 的煉體等級更新為 {level},缺失 key 自動補齊
gm.player.training-level.updating,GM,正在更新 {name} 的煉體等級...,缺失 key 自動補齊
gm.presence.offline,GM,離線,
gm.presence.offline-hanging,GM,離線掛機,
gm.presence.online,GM,線上,
gm.redeem.active-empty,GM,當前分組沒有可複製的未使用兌換碼,
gm.redeem.append.failed,GM,追加兌換碼失敗,缺失 key 自動補齊
gm.redeem.appended,GM,已追加 {count} 個兌換碼,
gm.redeem.copied,GM,已複製 {count} 個未使用兌換碼,
gm.redeem.copied-with-group,GM,已複製 {count} 個未使用兌換碼 · {groupName},
gm.redeem.copy-failed,GM,複製未使用兌換碼失敗，請檢查瀏覽器剪貼板權限,
gm.redeem.copy.failed,GM,複製兌換碼失敗,缺失 key 自動補齊
gm.redeem.create.failed,GM,兌換碼建立失敗,缺失 key 自動補齊
gm.redeem.created,GM,已建立分組 {groupName}，並生成 {count} 個兌換碼,
gm.redeem.delete.confirm,GM,確認刪除兌換碼分組“{groupName}”？未使用兌換碼會一併刪除，已有使用記錄的分組會被拒絕。,
gm.redeem.delete.failed,GM,兌換碼分組刪除失敗,
gm.redeem.deleted,GM,已刪除兌換碼分組 {groupName},
gm.redeem.destroy.failed,GM,銷燬兌換碼失敗,缺失 key 自動補齊
gm.redeem.destroyed,GM,兌換碼已銷燬,
gm.redeem.group-name-empty,GM,分組名稱不能為空,
gm.redeem.load.failed,GM,兌換碼分組加載失敗,缺失 key 自動補齊
gm.redeem.loaded,GM,已加載分組 {groupName},
gm.redeem.refresh.failed,GM,兌換碼刷新失敗,缺失 key 自動補齊
gm.redeem.reward-empty,GM,請至少配置一個獎勵物品,
gm.redeem.save.failed,GM,兌換碼保存失敗,缺失 key 自動補齊
gm.redeem.saved,GM,兌換碼分組已保存,
gm.redeem.selected-group-required,GM,請先選擇一個分組,
gm.redeem.synced,GM,已同步 {count} 個兌換碼分組,
gm.refresh.confirm,GM,刷新會丟棄當前未保存的修改。繼續嗎？,
gm.refresh.failed,GM,刷新失敗,缺失 key 自動補齊
gm.request.expired,GM,GM 登入已失效,
gm.request.failed,GM,請求失敗,
gm.request.login-expired,GM,GM 登入已失效，請重新輸入密碼,
gm.request.timeout,GM,請求超時（{seconds} 秒未收到響應），請檢查服務端或稍後重試,缺失 key 自動補齊
gm.response.invalid-player-detail,GM,GM 玩家詳情響應結構異常,
gm.response.invalid-state,GM,GM 狀態響應結構異常,
gm.server.logs.load-older.failed,GM,加載更早服務端日誌失敗,
gm.server.logs.refresh.failed,GM,刷新服務端日誌失敗,
gm.shortcut.cleanup-abnormal-temp.confirm,GM,這會掃描當前運行時全部地圖實例，移除舊版本異常殘留的移崑崙臨時石頭，並對受影響實例刷盤。確認繼續嗎？,
gm.shortcut.cleanup-abnormal-temp.done,GM,異常臨時石頭清理完成：掃描實例 {scannedInstances} 個，影響實例 {affectedInstances} 個，移除 {removedTemporaryTiles} 處，刷盤 {flushedInstances} 個實例,
gm.shortcut.cleanup-invalid.confirm,GM,這會手動清理所有非機器人角色背包、坊市託管倉和裝備欄裡的無效物品。線上角色將在下一息處理並落盤，離線角色會直接改存檔。確認繼續嗎？,
gm.shortcut.cleanup-invalid.done,GM,已提交無效物品清理，共 {totalPlayers} 個角色，運行態 {queuedRuntimePlayers} 個，離線 {updatedOfflinePlayers} 個，移除背包堆疊 {removedInventoryStacks} 個、託管倉堆疊 {removedMarketStorageStacks} 個、裝備欄 {removedEquipment} 件,
gm.shortcut.combat-exp.confirm,GM,這會給所有非機器人角色補償戰鬥經驗。每個角色獲得的數值 = 當前境界升級所需經驗 + 當前煉體境界升級所需經驗。線上角色下一息生效，離線角色會直接改存檔。確認繼續嗎？,
gm.shortcut.combat-exp.done,GM,已提交戰鬥經驗補償，共 {totalPlayers} 個角色，線上 {queuedRuntimePlayers} 個，離線 {updatedOfflinePlayers} 個，累計補償 {combatExp} 點戰鬥經驗,
gm.shortcut.delete-empty-books.cancelled,GM,已取消空白功法殘卷清理。,
gm.shortcut.delete-empty-books.confirm,GM,將永久刪除完全沒有書名和描述、無法恢復功法身份的空白殘卷：命中 {matchedRows} 行，可刪除 {convertedRows} 行，保護或跳過 {skippedRows} 行（有恢復線索、持有凍結靈石或鎖定中）。請先執行修復入口；刪除不可撤銷，確認繼續嗎？,
gm.shortcut.delete-empty-books.done,GM,空白功法殘卷清理完成：命中 {matchedRows} 行，刪除 {convertedRows} 行，跳過 {skippedRows} 行，失敗 {failedRows} 行，回讀殘留 {verifiedRows} 行,
gm.shortcut.delete-empty-books.dry-run-started,GM,正在預覽空白功法殘卷清理影響範圍...,
gm.shortcut.delete-empty-books.noop,GM,沒有可安全刪除的空白功法殘卷。保護或跳過 {skippedRows} 行，請先執行修復入口。,
gm.shortcut.foundation.confirm,GM,這會給所有非機器人角色補償底蘊。每個角色獲得的數值 = 當前境界升級所需經驗的五倍。線上角色下一息生效，離線和離線掛機角色會直接改存檔。確認繼續嗎？,
gm.shortcut.foundation.done,GM,已提交底蘊補償，共 {totalPlayers} 個角色，線上 {queuedRuntimePlayers} 個，離線 {updatedOfflinePlayers} 個，累計補償 {foundation} 點底蘊,
gm.shortcut.migrate-ai-arts.cancelled,GM,已取消舊版 AI 術法草稿遷移。,
gm.shortcut.migrate-ai-arts.confirm,GM,將遷移舊版 AI 術法草稿並重算正式技能：命中 {matchedRows} 條，可轉換 {convertedRows} 條，跳過 {skippedRows} 條，失敗 {failedRows} 條。確認寫入嗎？,
gm.shortcut.migrate-ai-arts.done,GM,舊版 AI 術法草稿遷移完成：命中 {matchedRows} 條，轉換 {convertedRows} 條，跳過 {skippedRows} 條，失敗 {failedRows} 條，驗證 {verifiedRows} 條,
gm.shortcut.migrate-ai-arts.dry-run-started,GM,正在預覽舊版 AI 術法草稿遷移影響範圍...,
gm.shortcut.migrate-ai-arts.noop,GM,沒有需要遷移的舊版 AI 術法草稿。掃描跳過 {skippedRows} 條。,
gm.shortcut.migrate-recovery-pills.confirm,GM,這會把所有非機器人角色背包、坊市託管倉和裝備欄裡的舊恢復丹藥按 1:1 遷移到當前 8 個保留丹藥。線上角色會同步運行態，離線角色會直接改存檔。確認繼續嗎？,
gm.shortcut.migrate-recovery-pills.done,GM,恢復丹藥遷移完成，共 {totalPlayers} 個角色，運行態 {queuedRuntimePlayers} 個，離線 {updatedOfflinePlayers} 個，背包 {inventoryStacks} 堆/{inventoryItems} 枚，託管倉 {marketStorageStacks} 堆/{marketStorageItems} 枚，裝備欄 {equipment} 件,
gm.shortcut.recover-empty-books.cancelled,GM,已取消空白功法殘卷修復。,
gm.shortcut.recover-empty-books.confirm,GM,將按書名唯一匹配已發佈自創功法，校驗品階和境界後補回功法 ID；殘卷同時恢復可修煉層數，歷史普通賣單會轉為傳法臺寄售。命中 {matchedRows} 行，可修復 {convertedRows} 行，跳過 {skippedRows} 行。確認寫入嗎？,
gm.shortcut.recover-empty-books.done,GM,空白功法殘卷修復完成：命中 {matchedRows} 行，修復 {convertedRows} 行，跳過 {skippedRows} 行，失敗 {failedRows} 行，回讀驗證 {verifiedRows} 行,
gm.shortcut.recover-empty-books.dry-run-started,GM,正在預覽空白功法殘卷修復範圍...,
gm.shortcut.recover-empty-books.noop,GM,沒有可自動修復的空白功法殘卷。掃描 {matchedRows} 行，跳過 {skippedRows} 行。,
gm.shortcut.refresh-online-technique-templates.confirm,GM,這會按當前功法模板刷新所有線上玩家已學功法的技能、層數、屬性與自動戰鬥技能；離線玩家下次登入會自動按模板補全。確認繼續嗎？,
gm.shortcut.refresh-online-technique-templates.done,GM,線上玩家功法模板刷新完成：掃描線上 {totalPlayers} 人，更新 {refreshedOnlinePlayers} 人 / {refreshedTechniques} 門功法，缺失模板 {missingTechniqueTemplates} 門,
gm.shortcut.repair-market-storage.confirm,GM,這會一次性修復數據庫中坊市託管倉舊 storage_item_id。修復後運行時不再自動兼容舊ID，確認繼續嗎？,
gm.shortcut.repair-market-storage.done,GM,坊市託管倉舊ID修復完成：修復前異常 {before} 行，修復 {repairedRows} 行 / {repairedPlayers} 人，修復後異常 {after} 行，非法槽位 {invalidSlots} 行,
