key,category,zh-CN,note
gm.player.learned-all-techniques.sent,GM,已添加 {count} 门未学功法,缺失 key 自动补齐
gm.player.list.failed,GM,玩家列表加载失败,缺失 key 自动补齐
gm.player.no-consumable-template,GM,当前目录没有消耗品模板,
gm.player.no-editable,GM,当前没有可编辑角色,
gm.player.no-equipment-template,GM,当前目录没有装备模板,
gm.player.no-learned-techniques,GM,当前角色还没有已学习功法,
gm.player.no-removable-techniques,GM,当前角色没有可移除的已学功法,
gm.player.no-save-content,GM,当前没有可保存内容,
gm.player.no-shortcut-changes,GM,当前没有需要提交的快捷改动,
gm.player.no-unlearned-technique-books,GM,当前没有可补发的未学习功法书,
gm.player.no-unlearned-technique-books.sent,GM,已发放 {count} 本未学功法书,缺失 key 自动补齐
gm.player.password.failed,GM,密码修改失败：{message},缺失 key 自动补齐
gm.player.password.fill-new,GM,请填写新密码,
gm.player.password.no-target,GM,当前目标没有可修改的账号密码,
gm.player.password.save-button,GM,修改账号密码,缺失 key 自动补齐
gm.player.password.saving-button,GM,正在保存…,缺失 key 自动补齐
gm.player.password.updated,GM,已修改账号 {username} 的密码，服务端已按哈希保存,
gm.player.password.updating,GM,正在更新账号 {username} 的密码...,缺失 key 自动补齐
gm.player.refreshed,GM,已刷新 {name} 的角色详情,
gm.player.reset.done,GM,角色 {name} 已重置,缺失 key 自动补齐
gm.player.reset.failed,GM,重置失败,
gm.player.reset.no-target,GM,请先选择角色,
gm.player.reset.updating,GM,正在重置角色 {name}...,缺失 key 自动补齐
gm.player.save-done,GM,已提交 {name} 的{tabLabel}修改,
gm.player.save-started,GM,正在提交 {name} 的{tabLabel}修改...,
gm.player.section.mail-cannot-save,GM,邮件标签不参与角色保存，请直接使用邮件表单发送,
gm.player.section.persisted-cannot-save,GM,持久化 JSON 标签不直接保存，请先应用到可视化标签,
gm.player.switch.confirm,GM,当前角色有未保存修改，切换后会丢失这些修改。继续吗？,缺失 key 自动补齐
gm.player.techniques-maxed,GM,当前全部功法已经处于满级状态,
gm.player.techniques-maxed.sent,GM,已将 {count} 门功法提升至满级,缺失 key 自动补齐
gm.player.techniques-removed,GM,已移除 {count} 门功法,缺失 key 自动补齐
gm.player.training-level.invalid,GM,请输入非负整数炼体等级,
gm.player.training-level.updated,GM,已将 {name} 的炼体等级更新为 {level},缺失 key 自动补齐
gm.player.training-level.updating,GM,正在更新 {name} 的炼体等级...,缺失 key 自动补齐
gm.presence.offline,GM,离线,
gm.presence.offline-hanging,GM,离线挂机,
gm.presence.online,GM,在线,
gm.redeem.active-empty,GM,当前分组没有可复制的未使用兑换码,
gm.redeem.append.failed,GM,追加兑换码失败,缺失 key 自动补齐
gm.redeem.appended,GM,已追加 {count} 个兑换码,
gm.redeem.copied,GM,已复制 {count} 个未使用兑换码,
gm.redeem.copied-with-group,GM,已复制 {count} 个未使用兑换码 · {groupName},
gm.redeem.copy-failed,GM,复制未使用兑换码失败，请检查浏览器剪贴板权限,
gm.redeem.copy.failed,GM,复制兑换码失败,缺失 key 自动补齐
gm.redeem.create.failed,GM,兑换码创建失败,缺失 key 自动补齐
gm.redeem.created,GM,已创建分组 {groupName}，并生成 {count} 个兑换码,
gm.redeem.delete.confirm,GM,确认删除兑换码分组“{groupName}”？未使用兑换码会一并删除，已有使用记录的分组会被拒绝。,
gm.redeem.delete.failed,GM,兑换码分组删除失败,
gm.redeem.deleted,GM,已删除兑换码分组 {groupName},
gm.redeem.destroy.failed,GM,销毁兑换码失败,缺失 key 自动补齐
gm.redeem.destroyed,GM,兑换码已销毁,
gm.redeem.group-name-empty,GM,分组名称不能为空,
gm.redeem.load.failed,GM,兑换码分组加载失败,缺失 key 自动补齐
gm.redeem.loaded,GM,已加载分组 {groupName},
gm.redeem.refresh.failed,GM,兑换码刷新失败,缺失 key 自动补齐
gm.redeem.reward-empty,GM,请至少配置一个奖励物品,
gm.redeem.save.failed,GM,兑换码保存失败,缺失 key 自动补齐
gm.redeem.saved,GM,兑换码分组已保存,
gm.redeem.selected-group-required,GM,请先选择一个分组,
gm.redeem.synced,GM,已同步 {count} 个兑换码分组,
gm.refresh.confirm,GM,刷新会丢弃当前未保存的修改。继续吗？,
gm.refresh.failed,GM,刷新失败,缺失 key 自动补齐
gm.request.expired,GM,GM 登录已失效,
gm.request.failed,GM,请求失败,
gm.request.login-expired,GM,GM 登录已失效，请重新输入密码,
gm.request.timeout,GM,请求超时（{seconds} 秒未收到响应），请检查服务端或稍后重试,缺失 key 自动补齐
gm.response.invalid-player-detail,GM,GM 玩家详情响应结构异常,
gm.response.invalid-state,GM,GM 状态响应结构异常,
gm.server.logs.load-older.failed,GM,加载更早服务端日志失败,
gm.server.logs.refresh.failed,GM,刷新服务端日志失败,
gm.shortcut.cleanup-abnormal-temp.confirm,GM,这会扫描当前运行时全部地图实例，移除旧版本异常残留的移昆仑临时石头，并对受影响实例刷盘。确认继续吗？,
gm.shortcut.cleanup-abnormal-temp.done,GM,异常临时石头清理完成：扫描实例 {scannedInstances} 个，影响实例 {affectedInstances} 个，移除 {removedTemporaryTiles} 处，刷盘 {flushedInstances} 个实例,
gm.shortcut.cleanup-invalid.confirm,GM,这会手动清理所有非机器人角色背包、坊市托管仓和装备栏里的无效物品。在线角色将在下一息处理并落盘，离线角色会直接改存档。确认继续吗？,
gm.shortcut.cleanup-invalid.done,GM,已提交无效物品清理，共 {totalPlayers} 个角色，运行态 {queuedRuntimePlayers} 个，离线 {updatedOfflinePlayers} 个，移除背包堆叠 {removedInventoryStacks} 个、托管仓堆叠 {removedMarketStorageStacks} 个、装备栏 {removedEquipment} 件,
gm.shortcut.combat-exp.confirm,GM,这会给所有非机器人角色补偿战斗经验。每个角色获得的数值 = 当前境界升级所需经验 + 当前炼体境界升级所需经验。在线角色下一息生效，离线角色会直接改存档。确认继续吗？,
gm.shortcut.combat-exp.done,GM,已提交战斗经验补偿，共 {totalPlayers} 个角色，在线 {queuedRuntimePlayers} 个，离线 {updatedOfflinePlayers} 个，累计补偿 {combatExp} 点战斗经验,
gm.shortcut.delete-empty-books.cancelled,GM,已取消空白功法残卷清理。,
gm.shortcut.delete-empty-books.confirm,GM,将永久删除完全没有书名和描述、无法恢复功法身份的空白残卷：命中 {matchedRows} 行，可删除 {convertedRows} 行，保护或跳过 {skippedRows} 行（有恢复线索、持有冻结灵石或锁定中）。请先执行修复入口；删除不可撤销，确认继续吗？,
gm.shortcut.delete-empty-books.done,GM,空白功法残卷清理完成：命中 {matchedRows} 行，删除 {convertedRows} 行，跳过 {skippedRows} 行，失败 {failedRows} 行，回读残留 {verifiedRows} 行,
gm.shortcut.delete-empty-books.dry-run-started,GM,正在预览空白功法残卷清理影响范围...,
gm.shortcut.delete-empty-books.noop,GM,没有可安全删除的空白功法残卷。保护或跳过 {skippedRows} 行，请先执行修复入口。,
gm.shortcut.foundation.confirm,GM,这会给所有非机器人角色补偿底蕴。每个角色获得的数值 = 当前境界升级所需经验的五倍。在线角色下一息生效，离线和离线挂机角色会直接改存档。确认继续吗？,
gm.shortcut.foundation.done,GM,已提交底蕴补偿，共 {totalPlayers} 个角色，在线 {queuedRuntimePlayers} 个，离线 {updatedOfflinePlayers} 个，累计补偿 {foundation} 点底蕴,
gm.shortcut.migrate-ai-arts.cancelled,GM,已取消旧版 AI 术法草稿迁移。,
gm.shortcut.migrate-ai-arts.confirm,GM,将迁移旧版 AI 术法草稿并重算正式技能：命中 {matchedRows} 条，可转换 {convertedRows} 条，跳过 {skippedRows} 条，失败 {failedRows} 条。确认写入吗？,
gm.shortcut.migrate-ai-arts.done,GM,旧版 AI 术法草稿迁移完成：命中 {matchedRows} 条，转换 {convertedRows} 条，跳过 {skippedRows} 条，失败 {failedRows} 条，验证 {verifiedRows} 条,
gm.shortcut.migrate-ai-arts.dry-run-started,GM,正在预览旧版 AI 术法草稿迁移影响范围...,
gm.shortcut.migrate-ai-arts.noop,GM,没有需要迁移的旧版 AI 术法草稿。扫描跳过 {skippedRows} 条。,
gm.shortcut.migrate-recovery-pills.confirm,GM,这会把所有非机器人角色背包、坊市托管仓和装备栏里的旧恢复丹药按 1:1 迁移到当前 8 个保留丹药。在线角色会同步运行态，离线角色会直接改存档。确认继续吗？,
gm.shortcut.migrate-recovery-pills.done,GM,恢复丹药迁移完成，共 {totalPlayers} 个角色，运行态 {queuedRuntimePlayers} 个，离线 {updatedOfflinePlayers} 个，背包 {inventoryStacks} 堆/{inventoryItems} 枚，托管仓 {marketStorageStacks} 堆/{marketStorageItems} 枚，装备栏 {equipment} 件,
gm.shortcut.recover-empty-books.cancelled,GM,已取消空白功法残卷修复。,
gm.shortcut.recover-empty-books.confirm,GM,将按书名唯一匹配已发布自创功法，校验品阶和境界后补回功法 ID；残卷同时恢复可修炼层数，历史普通卖单会转为传法台寄售。命中 {matchedRows} 行，可修复 {convertedRows} 行，跳过 {skippedRows} 行。确认写入吗？,
gm.shortcut.recover-empty-books.done,GM,空白功法残卷修复完成：命中 {matchedRows} 行，修复 {convertedRows} 行，跳过 {skippedRows} 行，失败 {failedRows} 行，回读验证 {verifiedRows} 行,
gm.shortcut.recover-empty-books.dry-run-started,GM,正在预览空白功法残卷修复范围...,
gm.shortcut.recover-empty-books.noop,GM,没有可自动修复的空白功法残卷。扫描 {matchedRows} 行，跳过 {skippedRows} 行。,
gm.shortcut.refresh-online-technique-templates.confirm,GM,这会按当前功法模板刷新所有在线玩家已学功法的技能、层数、属性与自动战斗技能；离线玩家下次登录会自动按模板补全。确认继续吗？,
gm.shortcut.refresh-online-technique-templates.done,GM,在线玩家功法模板刷新完成：扫描在线 {totalPlayers} 人，更新 {refreshedOnlinePlayers} 人 / {refreshedTechniques} 门功法，缺失模板 {missingTechniqueTemplates} 门,
gm.shortcut.repair-market-storage.confirm,GM,这会一次性修复数据库中坊市托管仓旧 storage_item_id。修复后运行时不再自动兼容旧ID，确认继续吗？,
gm.shortcut.repair-market-storage.done,GM,坊市托管仓旧ID修复完成：修复前异常 {before} 行，修复 {repairedRows} 行 / {repairedPlayers} 人，修复后异常 {after} 行，非法槽位 {invalidSlots} 行,
gm.shortcut.repair-quest-progress.cancelled,GM,已取消历史任务进度 Payload 修复。,
gm.shortcut.repair-quest-progress.confirm,GM,将修复历史任务进度 Payload：扫描 {scannedRows} 行，需要修复 {patchedRows} 行，未知旧任务 {unknownRows} 行（{unknownLabel}）。确认写入吗？,
gm.shortcut.repair-quest-progress.done,GM,历史任务进度 Payload 修复完成：扫描 {scannedRows} 行，修复 {patchedRows} 行，未知旧任务 {unknownRows} 行,
gm.shortcut.repair-quest-progress.dry-run-started,GM,正在预览历史任务进度 Payload 修复范围...,
gm.shortcut.repair-quest-progress.noop,GM,没有需要修复的历史任务进度 Payload。扫描 {scannedRows} 行，未知旧任务 {unknownRows} 行。,
gm.shortcut.return-all.confirm,GM,这会把所有非机器人角色统一送回新手村出生点。在线角色下一息生效，离线角色会直接改存档。确认继续吗？,
gm.shortcut.return-all.done,GM,已提交全部角色回新手村出生点，共 {totalPlayers} 个角色，在线 {queuedRuntimePlayers} 个，离线 {updatedOfflinePlayers} 个,
gm.text.all-player-recipients,GM,发送给全服玩家,
gm.text.current-target,GM,当前目标 · {targetId},
gm.text.no-account,GM,无账号,
gm.text.sample,GM,样本 {index},
gm.text.selected,GM,已选中,
gm.text.unknown-time,GM,未知时间,
gm-map-editor.confirm.reload-dirty,GM地图编辑器,当前有未保存修改，重新载入会丢失这些修改。继续吗？,
gm-map-editor.confirm.reset-dirty,GM地图编辑器,确定放弃当前地图的未保存修改吗？,
gm-map-editor.confirm.switch-dirty,GM地图编辑器,当前地图有未保存修改，切换后会丢失这些修改。继续吗？,
gm-map-editor.default-quest.desc,GM地图编辑器,请填写任务描述,
gm-map-editor.default-quest.reward-none,GM地图编辑器,无,
gm-map-editor.default-quest.title,GM地图编辑器,新任务,
hud.action.breakthrough,HUD,突破,突破按钮默认文案
hud.action.breakthrough-target,HUD,突破 · {target},突破按钮目标文案
hud.age.years,HUD,{years}载,骨龄整年文本
hud.age.years-days,HUD,{years}载{days}日,骨龄年月日文本
hud.cultivate.complete,HUD,境界圆满,修为圆满文本
hud.cultivate.progress,HUD,境界修为 ({current}/{next}),修为进度文本
